RH,SawyerW,None,ExterQual,diff_col_powered,BrDale,BsmtFullBath,CemntBd,Stucco,Stucco,CollgCr,SFoyer,C (all),Basment,Other,BsmtFinType1,OldTown,2ndFlrSF,KitchenQual,RM,BrkTil,Timber,YearBuilt,1Story,NPkVill,WoodDeckSF,Attchd,SWISU,HdBoard,HdBoard,PConc,Mansard,Flat,AsphShn,LotFrontage,RL,Detchd,ImStucc,ImStucc,CulDSac,CarPort,OpenPorchSF,Gambrel,Wd Shng,YrSold,MasVnrArea,Crawfor,TotalBsmtSF,MSSubClass,Gable,NridgHt,Blueste,IDOTRR,AsbShng,AsbShng,Wd Sdng,Wd Sdng,Shed,2Story,GarageFinish,LotArea,BrkCmn,MeadowV,MoSold,Blmngtn,Somerst,LotShape,NAmes,BsmtQual,Gilbert,NWAmes,FR3,BuiltIn,Plywood,Plywood,BedroomAbvGr,Inside,BrkComm,diff_col,Mitchel,OverallCond,Hip,YearRemodAdd,StoneBr,WdShing,2Types,HeatingQC,NoRidge,Stone,Stone,Stone,Stone,2.5Unf,2.5Fin,1.5Unf,Sawyer,BsmtExposure,Fireplaces,Brk Cmn,Wood,SLvl,BrkFace,BrkFace,BrkFace,FR2,GrLivArea,OverallQual,FullBath,CmentBd,Veenker,BsmtUnfSF,ClearCr,BsmtFinSF1,VinylSd,VinylSd,BrkSide,GarageCars,HalfBath,CBlock,Corner,FV,Edwards,1.5Fin,MetalSd,MetalSd,SalePrice
0.0,0.0,1.0,3,0.006069712752709615,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.22372881355932203,3,1.0,0.0,0.0,0.7153846153846164,0.0,0.0,0.7100032029945752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765390342352774,0.0,0.0,0.75,0.0,0.0,0.43262423035216835,0.9756420008341018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.06411887952851592,0.0,1.0,0.9090909090909091,0.0,0.0,3,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.009697605084690253,0.0,0.4285714285714285,0.0,0.38333333333333286,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.199195910507072,0.25,0.3333333333333333,1.0,0.0,0.0,0.0,0.20442477876106194,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3258651256823133
0.0,0.0,1.0,3,0.06221434111997825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.43002421307506056,3,1.0,1.0,0.0,0.2615384615384624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24528301886792456,0.0,1.0,0.0,0.0,0.0,0.0,0.9656073598479541,0.0,0.0,0.0,0.0,0.0,0.6214071554419722,0.5825887557974152,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,0.6620105042345399,0.0,0.0,0.8181818181818182,0.0,0.0,3,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.3112407037316123,0.0,0.7142857142857143,0.0,0.3333333333333357,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.614285813861908,0.625,0.3333333333333333,0.0,0.0,0.20976027397260272,0.0,0.17256637168141592,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5265122919394543
0.0,0.0,0.0,0,0.0638066435089325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0.0,0.9846153846153847,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.48427672955974854,1.0,0.0,0.0,0.0,0.0,0.0,0.746505642602139,0.0,0.0,0.75,0.822781845171782,0.0,0.8682297512833292,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7127932535928401,0.0,0.0,0.6363636363636364,0.0,0.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.3736198931952954,0.0,0.4285714285714285,1.0,0.9833333333333343,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0634024443982673,0.75,0.6666666666666666,0.0,0.0,0.8741438356164383,0.0,0.0,1.0,1.0,0.0,0.6666666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6782472766716934
0.0,0.0,0.0,3,0.06218225094724845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,3,0.0,0.0,0.0,0.7230769230769241,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3584905660377359,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.7420298776639384,0.0,0.6770658197484005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6422887701996922,0.0,0.0,0.6363636363636364,0.0,0.0,3,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.28961766536710026,0.0,0.4285714285714285,1.0,0.3999999999999986,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2264361365658598,0.5,0.6666666666666666,0.0,0.0,0.4554794520547945,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5307102530120771
0.0,0.0,1.0,3,0.0046717094120488425,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0.0,0.0,2,1.0,0.0,0.0,0.6923076923076934,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.5234689617596766,0.9756420008341018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.05009929367739341,0.0,1.0,0.36363636363636365,0.0,0.0,3,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.007404252530878397,0.0,0.8571428571428571,0.0,0.8666666666666671,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.600730400748687,0.25,0.3333333333333333,1.0,0.0,0.049229452054794516,0.0,0.22787610619469026,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3064121112611531
0.0,0.0,1.0,2,0.07038824931890013,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0.0,0.953846153846154,1.0,0.0,0.7367913306418417,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.597573609390351,0.0,0.0,0.25,0.0,0.0,0.7835710450074251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7556994561320436,0.0,0.0,0.9090909090909091,0.0,0.0,2,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.43481964420273245,0.0,0.4285714285714285,1.0,0.8999999999999986,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16364598798167468,0.625,0.6666666666666666,0.0,0.0,0.09845890410958903,0.0,0.5752212389380531,1.0,1.0,0.0,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6859170979232658
0.0,0.0,0.0,2,0.07047099867913414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0,0.0,0.0,0.0,0.9846153846153847,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.339622641509434,1.0,0.0,0.0,0.0,0.0,0.0,0.8547244414941713,0.0,0.0,0.5,0.8120986767134517,0.0,0.7773726105457226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.756021240064328,0.0,0.0,0.6363636363636364,0.0,1.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.435311076892835,0.0,0.4285714285714285,0.0,0.9666666666666686,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11436897574082988,0.875,0.6666666666666666,0.0,0.0,0.6412671232876712,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692671192753755
0.0,0.0,1.0,2,0.06156062037208899,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,0.0,0.5234866828087167,2,0.0,0.0,0.0,0.9461538461538463,0.0,0.0,0.683255517105897,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2767295597484277,1.0,0.0,0.0,0.0,0.0,0.0,0.6440603632934869,0.0,0.0,0.25,0.0,0.0,0.6102042619593318,0.48300348686233785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.5758750379900239,0.0,0.0,0.5454545454545454,0.0,0.0,3,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.22605903744717104,0.0,0.4285714285714285,0.0,0.8999999999999986,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8843308238908064,0.625,0.6666666666666666,0.0,0.0,0.36258561643835613,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6289554863951006
0.0,0.0,0.0,3,0.007717182802853835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2440677966101695,3,1.0,0.0,0.0,0.7000000000000011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7831560527895517,0.0,0.44564087457317725,0.9226049206585785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0801528432006191,0.0,0.0,0.5454545454545454,0.0,0.0,3,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.012449628149264536,0.0,0.4285714285714285,0.0,0.3500000000000014,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2023509531141707,0.5,0.3333333333333333,0.0,0.0,0.0410958904109589,0.0,0.17123893805309734,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3040021133842088
0.0,0.0,1.0,2,0.061182688524694974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.33995157384987895,2,0.0,0.0,0.0,0.9461538461538463,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26415094339622647,1.0,0.0,0.0,0.0,0.0,0.0,0.7166964234772447,0.0,0.0,0.0,0.0,0.0,0.5871770629612043,0.48300348686233785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.5632272962589031,0.0,0.0,0.5454545454545454,0.0,0.0,3,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.21541132916161587,0.0,0.4285714285714285,0.0,0.8833333333333329,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12057134971307223,0.625,0.6666666666666666,0.0,0.0,0.3351883561643835,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5606620612084408
0.0,0.0,1.0,3,0.0620923199281697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,3,0.0,0.0,0.0,0.6076923076923091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30817610062893086,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.6160288381842112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,0.6084447436378917,0.0,0.0,0.8181818181818182,0.0,0.0,3,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.25554499885332377,0.0,0.5714285714285714,1.0,0.14999999999999858,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6169999602352012,0.5,0.3333333333333333,0.0,0.0,0.10787671232876711,0.0,0.27079646017699116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44195818712383783
